3.997473152242577488e+00 3.057803468208093196e+06
4.037902716361339017e+00 3.942196531791908666e+06
4.075805432722678923e+00 4.820809248554915190e+06
4.111181301326594983e+00 5.878612716763007455e+06
4.149084017687934001e+00 7.323699421965319663e+06
4.186986734049273906e+00 8.734104046242775396e+06
4.224889450410612923e+00 9.017341040462428704e+06
4.262792166771951941e+00 8.815028901734106243e+06
4.300694883133290958e+00 8.618497109826590866e+06
4.338597599494630863e+00 8.456647398843932897e+06
4.375236891977258402e+00 8.300578034682082012e+06
4.413139608338597419e+00 8.161849710982660763e+06
4.451042324699937325e+00 8.028901734104047529e+06
4.488945041061276342e+00 7.913294797687863000e+06
4.526847757422615359e+00 7.884393063583816402e+06
4.563487049905242898e+00 7.890173410404626280e+06
4.602653190145293394e+00 7.895953757225435227e+06
4.640555906506633299e+00 7.913294797687863000e+06
4.677195198989260838e+00 7.930635838150290772e+06
4.716361339229311334e+00 7.884393063583817333e+06
4.753000631711939761e+00 7.739884393063585274e+06
4.790903348073278778e+00 7.601156069364164025e+06
4.828806064434617795e+00 7.450867052023123018e+06
4.866708780795956812e+00 7.306358381502891891e+06
4.904611497157296718e+00 7.156069364161850885e+06
4.941250789639924257e+00 6.959537572254336439e+06
4.980416929879974752e+00 6.774566473988441750e+06
5.017056222362603179e+00 6.618497109826590866e+06
5.054958938723942197e+00 6.479768786127168685e+06
5.092861655085281214e+00 6.358381502890175208e+06
5.130764371446620231e+00 6.306358381502890959e+06
5.168667087807959248e+00 6.265895953757226467e+06
5.206569804169299154e+00 6.242774566473988816e+06
5.243209096651926693e+00 6.300578034682082012e+06
5.282375236891978076e+00 6.352601156069366261e+06
5.320277953253317094e+00 6.329479768786128610e+06
5.356917245735944633e+00 6.248554913294799626e+06
5.394819962097283650e+00 6.167630057803470641e+06
5.431459254579912077e+00 6.017341040462428704e+06
5.470625394819961684e+00 5.849710982658961788e+06
5.507264687302590112e+00 5.693641618497110903e+06
5.546430827542640607e+00 5.554913294797688723e+06
5.583070120025268146e+00 5.416184971098267473e+06
5.619709412507896573e+00 5.260115606936417520e+06
5.658875552747947069e+00 5.080924855491330847e+06
5.695514845230574608e+00 4.907514450867053121e+06
5.734680985470625103e+00 4.710982658959539607e+06
5.772583701831965008e+00 4.508670520231215283e+06
5.809222994314592547e+00 4.335260115606937557e+06
5.847125710675931565e+00 4.208092485549134202e+06
5.885028427037271470e+00 4.080924855491330847e+06
5.922931143398610487e+00 3.930635838150290772e+06
5.960833859759949505e+00 3.757225433526012115e+06
5.998736576121288522e+00 3.589595375722544268e+06
