3.997473152242577488e+00 2.647398843930635601e+06
4.037902716361339017e+00 3.421965317919074558e+06
4.075805432722678923e+00 4.173410404624276794e+06
4.111181301326594983e+00 5.121387283236993477e+06
4.149084017687934001e+00 6.375722543352599256e+06
4.186986734049273906e+00 7.624277456647398882e+06
4.224889450410612923e+00 7.890173410404623486e+06
4.262792166771951941e+00 7.728323699421966448e+06
4.300694883133290958e+00 7.572254335260115564e+06
4.338597599494630863e+00 7.439306358381500468e+06
4.375236891977258402e+00 7.317919075144506991e+06
4.413139608338597419e+00 7.202312138728323393e+06
4.451042324699937325e+00 7.098265895953755826e+06
4.488945041061276342e+00 7.005780346820808016e+06
4.526847757422615359e+00 6.994219653179189190e+06
4.563487049905242898e+00 7.005780346820808947e+06
4.602653190145293394e+00 7.023121387283235788e+06
4.640555906506633299e+00 7.052023121387282386e+06
4.677195198989260838e+00 7.080924855491328053e+06
4.716361339229311334e+00 7.040462427745663561e+06
4.753000631711939761e+00 6.930635838150287978e+06
4.790903348073278778e+00 6.815028901734104380e+06
4.828806064434617795e+00 6.693641618497109041e+06
4.866708780795956812e+00 6.566473988439306617e+06
4.904611497157296718e+00 6.433526011560693383e+06
4.941250789639924257e+00 6.271676300578033552e+06
4.980416929879974752e+00 6.109826589595375583e+06
5.017056222362603179e+00 5.976878612716762349e+06
5.054958938723942197e+00 5.861271676300578751e+06
5.092861655085281214e+00 5.757225433526011184e+06
5.130764371446620231e+00 5.710982658959536813e+06
5.168667087807959248e+00 5.687861271676300094e+06
5.206569804169299154e+00 5.676300578034681268e+06
5.243209096651926693e+00 5.728323699421964586e+06
5.282375236891978076e+00 5.786127167630056851e+06
5.320277953253317094e+00 5.763005780346821994e+06
5.356917245735944633e+00 5.699421965317917988e+06
5.394819962097283650e+00 5.630057803468208760e+06
5.431459254579912077e+00 5.491329479768786579e+06
5.470625394819961684e+00 5.346820809248554520e+06
5.507264687302590112e+00 5.213872832369942218e+06
5.546430827542640607e+00 5.086705202312137932e+06
5.583070120025268146e+00 4.965317919075144455e+06
5.619709412507896573e+00 4.826589595375721343e+06
5.658875552747947069e+00 4.670520231213873252e+06
5.695514845230574608e+00 4.508670520231213421e+06
5.734680985470625103e+00 4.329479768786128610e+06
5.772583701831965008e+00 4.156069364161849953e+06
5.809222994314592547e+00 3.988439306358382106e+06
5.847125710675931565e+00 3.878612716763006523e+06
5.885028427037271470e+00 3.763005780346821994e+06
5.922931143398610487e+00 3.624277456647399813e+06
5.960833859759949505e+00 3.468208092485548928e+06
5.998736576121288522e+00 3.312138728323698975e+06
